months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_age_days,incident_month,incident_dayofweek,claim_to_premium_ratio,injury_claim_ratio,property_claim_ratio,vehicle_claim_ratio,no_witness_high_severity,no_police_but_injury,collision_type_missing,property_damage_missing,police_report_available_missing
194,39,OH,500/1000,1000,1489.24,6000000,FEMALE,JD,other-service,kayaking,wife,0,-45000,Vehicle Theft,,Minor Damage,,SC,Springfield,15,1,YES,2,2,YES,8060,1240,1240,5580,Saab,95,2004,0,1709,1,5,5.4121565362198165,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,1,0,0
227,38,OH,500/1000,500,976.67,0,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,16,1,,1,2,,72200,14440,7220,50540,BMW,M5,2013,1,451,1,2,73.92466237316596,0.2,0.1,0.7,0,0,0,1,1
137,31,OH,250/500,2000,1340.43,0,MALE,High School,exec-managerial,paintball,husband,52700,-40600,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,6,3,NO,1,2,NO,50800,10160,10160,30480,Accura,MDX,2005,0,7435,2,3,37.89828637079146,0.2,0.2,0.6,0,1,0,0,0
244,40,OH,500/1000,2000,1267.81,5000000,FEMALE,Masters,exec-managerial,video-games,wife,0,0,Vehicle Theft,,Trivial Damage,,NC,Northbrook,10,1,,2,1,,6600,660,1320,4620,Accura,TL,2005,0,6392,1,5,5.205827371609311,0.1,0.2,0.7,0,0,1,1,1
78,29,IL,250/500,1000,1234.2,6000000,MALE,Masters,other-service,bungie-jumping,other-relative,0,0,Vehicle Theft,,Minor Damage,Police,NY,Northbrook,3,1,YES,2,2,NO,7500,750,1500,5250,Nissan,Maxima,2002,0,1444,1,3,6.076810889645114,0.1,0.2,0.7,0,1,1,0,0
200,35,IN,250/500,2000,1318.06,0,MALE,High School,exec-managerial,video-games,wife,57300,-80600,Vehicle Theft,,Trivial Damage,,VA,Hillsdale,13,1,NO,0,3,YES,6490,1180,1180,4130,Volkswagen,Jetta,2002,0,7456,1,0,4.923903312444047,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,1,0,0
284,48,IN,500/1000,2000,769.95,0,MALE,Masters,prof-specialty,movies,not-in-family,0,-44200,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,16,2,,2,3,NO,60940,5540,11080,44320,Audi,A3,2013,1,6458,1,0,79.14799662315734,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,1,0
275,41,OH,100/300,2000,1514.72,0,MALE,High School,transport-moving,board-games,own-child,35700,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,3,YES,0,1,,58300,5830,11660,40810,Suburu,Legacy,2007,0,6673,2,0,38.488961656279706,0.1,0.2,0.7,0,0,0,0,1
153,34,IL,500/1000,1000,873.64,4000000,FEMALE,Associate,priv-house-serv,yachting,husband,800,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9,3,NO,2,1,,68400,11400,11400,45600,Ford,F150,2007,0,3254,1,4,78.29311844695756,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
134,32,IL,500/1000,500,1612.43,0,FEMALE,MD,other-service,yachting,own-child,36400,0,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2,1,,2,1,YES,64240,11680,11680,40880,BMW,3 Series,2015,0,8772,1,3,39.84048919953114,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,1,0
31,36,IL,500/1000,2000,1318.24,9000000,FEMALE,College,prof-specialty,kayaking,not-in-family,0,-78600,Parked Car,,Trivial Damage,,WV,Arlington,9,1,NO,0,1,YES,4700,940,470,3290,Dodge,Neon,2002,0,5647,1,4,3.5653598737710888,0.2,0.1,0.7,0,0,1,0,0
41,25,IN,100/300,1000,1226.83,0,FEMALE,College,exec-managerial,exercise,not-in-family,0,-56100,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,12,3,YES,2,0,,45120,0,5640,39480,Accura,MDX,2011,1,8393,1,2,36.77771166339265,0.0,0.125,0.875,1,0,0,0,1
127,29,OH,250/500,2000,1326.44,5000000,FEMALE,High School,sales,board-games,own-child,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,12,2,YES,1,1,,66950,10300,10300,46350,Saab,93,1995,0,5558,2,1,50.473447724736886,0.15384615384615385,0.15384615384615385,0.6923076923076923,0,0,0,0,1
61,23,IL,250/500,2000,1136.83,4000000,FEMALE,Associate,tech-support,exercise,own-child,0,-62400,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,14,1,NO,0,3,,98340,8940,17880,71520,Honda,Accord,2004,1,7911,2,0,86.50369888197883,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,1
207,42,IL,250/500,2000,1322.78,0,MALE,PhD,farming-fishing,yachting,own-child,55200,0,Parked Car,,Trivial Damage,,WV,Springfield,9,1,NO,0,1,NO,5900,590,590,4720,BMW,X5,2007,0,5261,2,5,4.460303300624442,0.1,0.1,0.8,0,0,1,0,0
219,43,IN,100/300,1000,1483.25,0,FEMALE,MD,exec-managerial,exercise,not-in-family,90700,-20800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,3,3,NO,1,1,,70680,5890,11780,53010,Ford,Fusion,2009,0,1503,2,0,47.65211528737569,0.08333333333333333,0.16666666666666666,0.75,0,0,0,0,1
271,42,IL,100/300,500,1515.3,0,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,21,3,NO,1,0,NO,93720,17040,8520,68160,Mercedes,ML350,2005,0,9074,1,0,61.84913878439913,0.18181818181818182,0.09090909090909091,0.7272727272727273,1,1,0,0,0
80,25,IL,100/300,2000,1075.18,5000000,FEMALE,PhD,armed-forces,exercise,husband,67700,-58400,Vehicle Theft,,Minor Damage,,OH,Northbrook,5,1,NO,2,0,YES,6930,1260,630,5040,Toyota,Highlander,2001,0,1087,2,5,6.445432392715638,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,1,0,0
325,47,IN,500/1000,1000,1690.27,0,FEMALE,Associate,protective-serv,hiking,not-in-family,61500,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,11,1,YES,0,3,NO,72930,6630,6630,59670,Dodge,RAM,2006,1,3265,1,2,43.146952853686095,0.09090909090909091,0.09090909090909091,0.8181818181818182,0,0,0,0,0
29,25,IL,250/500,2000,1352.83,0,MALE,Masters,farming-fishing,skydiving,own-child,0,-71700,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,4,4,YES,1,2,YES,64890,7210,7210,50470,Nissan,Pathfinder,2013,1,82,1,3,47.96611547644567,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,0,0
295,48,OH,250/500,1000,1148.73,0,FEMALE,College,machine-op-inspct,kayaking,wife,0,0,Parked Car,,Trivial Damage,,WV,Columbus,6,1,,1,2,YES,5400,900,900,3600,Saab,95,1999,0,2076,2,6,4.700843540257502,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,1,0
239,42,IL,100/300,1000,969.5,0,MALE,College,exec-managerial,reading,not-in-family,0,0,Vehicle Theft,,Trivial Damage,,NC,Northbrook,10,1,NO,0,0,,5600,700,700,4200,Audi,A3,2007,0,5607,1,0,5.776173285198556,0.125,0.125,0.75,0,0,1,0,1
269,41,IN,100/300,500,1463.82,0,FEMALE,College,protective-serv,yachting,not-in-family,0,-72300,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,23,1,YES,0,0,,79300,15860,15860,47580,Saab,92x,2007,0,8863,1,5,54.173327321665234,0.2,0.2,0.6,0,0,0,0,1
80,27,IL,100/300,1000,1474.17,0,FEMALE,College,tech-support,exercise,unmarried,0,0,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,13,1,YES,1,0,YES,52800,10560,5280,36960,Saab,95,2004,0,6772,2,3,35.81676468792609,0.2,0.1,0.7,1,0,0,0,0
279,41,IL,250/500,500,1497.35,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300,-31700,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,16,3,,2,3,NO,28800,0,3600,25200,Ford,Fusion,2013,0,4985,1,3,19.23398003138879,0.0,0.125,0.875,0,1,0,1,0
165,33,OH,100/300,1000,1427.14,0,FEMALE,Associate,tech-support,kayaking,other-relative,35300,-58100,Parked Car,,Minor Damage,Police,WV,Northbend,3,1,NO,1,1,NO,2970,330,330,2310,Toyota,Highlander,2008,0,2884,2,6,2.0810852474179127,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,1,1,0,0
350,54,OH,500/1000,500,1495.1,0,MALE,College,other-service,basketball,wife,50500,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbend,15,3,NO,0,0,,93480,15580,7790,70110,Chevrolet,Malibu,2014,0,469,2,3,62.52424586984149,0.16666666666666666,0.08333333333333333,0.75,1,0,0,0,1
295,49,IL,100/300,500,1141.62,0,MALE,College,prof-specialty,kayaking,husband,34300,-24300,Vehicle Theft,,Minor Damage,,WV,Columbus,4,1,YES,1,3,YES,4320,480,480,3360,Mercedes,E400,2002,0,8237,1,3,3.784096284227677,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,0,0
464,61,OH,500/1000,1000,1125.37,0,FEMALE,Associate,prof-specialty,basketball,husband,0,-56400,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,6,3,,0,2,YES,79800,6650,19950,53200,Saab,95,2000,1,8864,1,1,70.9100118183353,0.08333333333333333,0.25,0.6666666666666666,0,0,0,1,0
118,28,IN,500/1000,2000,1207.36,0,FEMALE,High School,handlers-cleaners,camping,own-child,0,-57000,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Columbus,22,2,NO,1,0,,74200,7420,14840,51940,Volkswagen,Passat,1997,0,8464,3,6,61.45640074211504,0.1,0.2,0.7,1,0,0,0,1
298,47,IL,500/1000,2000,1338.5,0,FEMALE,PhD,machine-op-inspct,basketball,other-relative,28800,0,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,1,1,,0,0,,70590,10860,10860,48870,Saab,93,2000,1,5927,2,0,52.73813970862906,0.15384615384615385,0.15384615384615385,0.6923076923076923,1,0,0,1,1
87,31,IN,500/1000,1000,1074.07,0,FEMALE,Masters,sales,chess,husband,0,-47500,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NY,Springfield,16,3,NO,0,3,YES,60940,5540,11080,44320,Nissan,Ultima,2006,1,2041,1,1,56.737456590352586,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,0,0,0
261,42,OH,250/500,500,1337.56,0,FEMALE,College,prof-specialty,video-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,18,1,,1,2,YES,74700,7470,14940,52290,Dodge,RAM,2010,0,2192,1,0,55.847961960584946,0.1,0.2,0.7,0,0,0,1,0
453,60,IN,100/300,500,1298.91,6000000,MALE,PhD,craft-repair,dancing,unmarried,52600,-38800,Single Vehicle Collision,Front Collision,Major Damage,Fire,NC,Springfield,0,1,YES,0,0,,70000,14000,7000,49000,Ford,F150,2015,1,4312,1,1,53.89133966171636,0.2,0.1,0.7,1,0,0,0,1
210,41,IL,500/1000,500,1222.75,0,MALE,High School,exec-managerial,polo,other-relative,0,-41000,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Columbus,12,3,,2,0,NO,81070,14740,14740,51590,BMW,X5,2001,0,819,1,4,66.3013698630137,0.18181818181818182,0.18181818181818182,0.6363636363636364,1,1,0,1,0
168,32,IN,100/300,1000,1059.52,0,MALE,MD,protective-serv,camping,own-child,0,-40600,Multi-vehicle Collision,Side Collision,Major Damage,Other,VA,Hillsdale,13,2,,1,1,,57720,14430,9620,33670,Saab,93,2007,0,5414,3,6,54.47749924494111,0.25,0.16666666666666666,0.5833333333333334,0,0,0,1,1
390,51,OH,250/500,2000,1124.38,0,MALE,Associate,armed-forces,reading,other-relative,0,0,Vehicle Theft,,Minor Damage,,VA,Northbrook,9,1,YES,1,1,YES,7080,1180,1180,4720,Ford,F150,2001,0,5627,2,1,6.2968035717462065,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,1,0,0
258,46,IN,100/300,1000,1110.37,10000000,MALE,MD,machine-op-inspct,hiking,other-relative,34400,-56800,Multi-vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,3,NO,0,1,,47700,4770,9540,33390,Accura,MDX,1997,1,5800,1,5,42.958653421832366,0.1,0.2,0.7,0,0,0,0,1
107,31,IL,500/1000,2000,1374.22,0,FEMALE,PhD,machine-op-inspct,bungie-jumping,other-relative,62000,-63100,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Hillsdale,16,1,NO,0,3,NO,51260,9320,9320,32620,Suburu,Legacy,2002,0,8779,2,3,37.30115993072434,0.18181818181818182,0.18181818181818182,0.6363636363636364,0,0,0,0,0
225,41,OH,500/1000,2000,1103.58,0,MALE,High School,exec-managerial,exercise,unmarried,41200,-36200,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,20,3,,2,2,NO,70400,6400,12800,51200,Toyota,Highlander,2011,1,7837,1,0,63.79238478406641,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,1,0,1,0
164,38,IL,250/500,2000,1269.76,0,FEMALE,PhD,transport-moving,yachting,not-in-family,44300,0,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Hillsdale,4,1,NO,1,3,YES,90000,18000,9000,63000,Ford,Fusion,2015,0,6287,1,5,70.87953629032258,0.2,0.1,0.7,0,0,0,0,0
245,39,OH,250/500,500,964.79,8000000,FEMALE,Associate,adm-clerical,camping,husband,58000,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,7,3,,0,1,,72820,13240,6620,52960,BMW,3 Series,2010,0,5053,2,4,75.47756506597291,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,1
255,41,IL,500/1000,2000,1167.3,4000000,MALE,High School,priv-house-serv,board-games,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Hillsdale,22,1,NO,2,0,,69300,13860,13860,41580,Volkswagen,Passat,2000,0,775,2,6,59.367771781033156,0.2,0.2,0.6,0,0,0,0,1
206,36,IL,500/1000,500,1625.45,4000000,FEMALE,MD,other-service,video-games,other-relative,0,-53700,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,11,1,NO,2,1,NO,76560,12760,12760,51040,Ford,Fusion,2008,1,2010,1,4,47.100802854594114,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
203,38,IL,250/500,500,1394.43,0,FEMALE,Masters,other-service,skydiving,not-in-family,0,0,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,7,1,,0,1,YES,55440,0,6160,49280,Nissan,Maxima,1999,1,6189,1,5,39.7581807620318,0.0,0.1111111111111111,0.8888888888888888,0,0,0,1,0
22,25,OH,250/500,2000,1053.24,0,FEMALE,College,prof-specialty,movies,other-relative,51100,0,Multi-vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,0,4,YES,1,0,NO,77130,8570,17140,51420,Accura,MDX,1995,0,2489,1,0,73.231172382363,0.1111111111111111,0.2222222222222222,0.6666666666666666,1,1,0,0,0
211,35,IL,100/300,500,1040.75,0,FEMALE,JD,prof-specialty,paintball,not-in-family,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,1,1,YES,1,1,,42000,7000,7000,28000,BMW,X5,2011,0,6741,2,1,40.35551285130915,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,1
206,39,IN,250/500,1000,1302.4,6000000,MALE,JD,craft-repair,dancing,unmarried,47200,-69700,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,12,3,NO,2,3,YES,36300,3300,9900,23100,Ford,Escape,2013,0,205,2,1,27.87162162162162,0.09090909090909091,0.2727272727272727,0.6363636363636364,0,0,0,0,0
166,38,IL,100/300,2000,1588.55,0,MALE,MD,protective-serv,video-games,unmarried,59600,-32100,Single Vehicle Collision,Side Collision,Total Loss,Other,WV,Columbus,8,1,NO,0,0,,40320,5760,5760,28800,Suburu,Impreza,2001,0,8096,1,4,25.381637342230338,0.14285714285714285,0.14285714285714285,0.7142857142857143,1,0,0,0,1
165,32,IN,500/1000,500,1399.26,0,FEMALE,High School,tech-support,exercise,own-child,70500,0,Parked Car,,Minor Damage,Police,PA,Northbrook,9,1,,2,0,,3960,330,660,2970,BMW,M5,1998,0,979,2,6,2.8300673212984004,0.08333333333333333,0.16666666666666666,0.75,0,0,1,1,1
274,43,OH,100/300,2000,1352.31,0,MALE,College,farming-fishing,basketball,wife,40700,-47300,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,22,1,YES,0,3,YES,63840,10640,10640,42560,BMW,X5,2006,1,5017,2,4,47.208110566364226,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,0
81,28,IL,250/500,1000,1139.0,6000000,FEMALE,Masters,sales,sleeping,husband,42400,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Northbend,0,3,,1,2,,44730,4970,4970,34790,Saab,92x,2000,1,1215,1,2,39.271290605794555,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,1
280,45,IN,250/500,1000,1397.67,0,MALE,JD,machine-op-inspct,camping,wife,57900,0,Multi-vehicle Collision,Front Collision,Minor Damage,Other,NY,Arlington,0,3,YES,1,2,NO,84720,14120,14120,56480,Ford,Escape,1999,0,1287,1,3,60.615166670244044,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,1,0,0,0
194,39,IN,250/500,500,823.17,0,MALE,Masters,adm-clerical,paintball,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Columbus,3,3,,2,2,NO,61500,6150,12300,43050,Dodge,RAM,2012,0,3498,2,0,74.7111775210467,0.1,0.2,0.7,0,1,0,1,0
112,27,OH,100/300,500,965.13,0,FEMALE,Masters,tech-support,exercise,unmarried,60000,-54800,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Arlington,21,3,,0,1,,51000,8500,8500,34000,Nissan,Pathfinder,2013,0,3414,2,6,52.842622237418794,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,1,1
24,33,IL,500/1000,1000,1922.84,0,FEMALE,High School,machine-op-inspct,skydiving,wife,0,-45200,Single Vehicle Collision,Side Collision,Total Loss,Police,WV,Northbend,0,1,,2,1,NO,46800,4680,9360,32760,Jeep,Wrangler,2002,0,6945,1,5,24.338998564623164,0.1,0.2,0.7,0,1,0,1,0
93,32,OH,250/500,2000,1624.82,0,MALE,PhD,exec-managerial,basketball,unmarried,65300,-65600,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbend,16,1,,1,1,,78120,17360,8680,52080,BMW,3 Series,2006,0,3420,2,0,48.07917184672764,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,0,1,1
171,34,IN,250/500,2000,1277.25,0,FEMALE,College,exec-managerial,yachting,other-relative,84900,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,14,1,NO,1,2,,69200,13840,6920,48440,Volkswagen,Passat,1996,1,6544,1,0,54.1788999804267,0.2,0.1,0.7,0,0,0,0,1
200,40,IL,100/300,1000,1439.34,0,FEMALE,High School,sales,exercise,other-relative,45300,-20400,Vehicle Theft,,Minor Damage,Police,VA,Riverwood,9,1,,0,0,NO,3690,410,410,2870,Ford,Escape,2015,0,1696,1,3,2.5636750177164536,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,1,1,0
120,28,IL,250/500,1000,1281.27,0,FEMALE,PhD,tech-support,golf,not-in-family,68900,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,9,3,NO,0,3,,65500,6550,6550,52400,BMW,X5,2010,0,2161,1,2,51.12115323077884,0.1,0.1,0.8,0,0,0,0,1
325,46,IL,500/1000,500,1348.83,0,FEMALE,High School,prof-specialty,basketball,wife,46300,-77500,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Springfield,21,3,,1,2,YES,76120,13840,6920,55360,Toyota,Camry,1999,0,572,2,6,56.434094733954616,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,1,0
124,32,IL,250/500,1000,1198.15,0,FEMALE,MD,other-service,hiking,not-in-family,0,-43200,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Springfield,19,3,NO,0,2,YES,73560,12260,12260,49040,BMW,X5,1995,0,8295,2,5,61.39465008554855,0.16666666666666666,0.16666666666666666,0.6666666666666666,0,0,0,0,0
211,35,OH,100/300,2000,1221.22,0,MALE,Masters,machine-op-inspct,camping,other-relative,76000,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,2,1,YES,0,1,,52030,9460,4730,37840,Mercedes,E400,2008,0,6163,1,2,42.604936047559,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0,0,1
287,41,IL,500/1000,2000,968.74,0,MALE,Masters,transport-moving,video-games,wife,0,-49000,Vehicle Theft,,Trivial Damage,,SC,Northbrook,9,1,,2,3,,5170,470,940,3760,Suburu,Forrestor,2001,0,3948,1,0,5.336829283399054,0.09090909090909091,0.18181818181818182,0.7272727272727273,0,0,1,1,1
122,34,IN,250/500,1000,1220.71,0,MALE,PhD,machine-op-inspct,video-games,own-child,58600,-28700,Parked Car,,Minor Damage,,SC,Northbend,5,1,,2,1,YES,8190,1890,1260,5040,Chevrolet,Silverado,2013,0,3193,2,4,6.709210213728076,0.23076923076923078,0.15384615384615385,0.6153846153846154,0,0,1,1,0
22,29,IN,250/500,2000,1238.62,6000000,MALE,MD,exec-managerial,yachting,other-relative,0,-56200,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Springfield,14,1,,2,3,,70800,7080,14160,49560,Accura,MDX,2012,1,7556,2,5,57.160388173935516,0.1,0.2,0.7,0,0,0,1,1
106,31,IL,500/1000,2000,1320.75,0,FEMALE,JD,farming-fishing,video-games,wife,54100,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,20,3,,0,3,YES,45630,5070,5070,35490,Accura,MDX,2011,0,6198,2,6,34.54855195911414,0.1111111111111111,0.1111111111111111,0.7777777777777778,0,0,0,1,0
398,58,OH,100/300,500,990.98,0,FEMALE,Associate,exec-managerial,cross-fit,wife,0,-57900,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,18,1,YES,2,1,,99320,7640,15280,76400,Accura,TL,2002,1,5191,2,0,100.22402066641102,0.07692307692307693,0.15384615384615385,0.7692307692307693,0,0,0,0,1
214,41,IL,500/1000,500,1398.51,4000000,MALE,Masters,tech-support,polo,not-in-family,0,-57100,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NC,Northbend,13,3,,2,0,NO,64000,12800,6400,44800,BMW,X6,1996,1,3752,2,6,45.76299061143646,0.2,0.1,0.7,1,1,0,1,0
209,38,OH,100/300,500,1355.08,0,FEMALE,MD,other-service,golf,other-relative,58100,0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,21,1,,1,1,,47300,4730,4730,37840,Nissan,Pathfinder,2014,0,1898,1,0,34.905688225049445,0.1,0.1,0.8,0,0,0,1,1
82,27,IL,100/300,1000,1384.51,0,MALE,PhD,adm-clerical,reading,not-in-family,13100,-38200,Single Vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,14,1,NO,2,3,,71680,8960,8960,53760,Volkswagen,Jetta,2007,1,6724,2,2,51.7728293764581,0.125,0.125,0.75,0,0,0,0,1
193,41,OH,250/500,500,847.03,0,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,1,1,,1,0,YES,112320,17280,17280,77760,Suburu,Impreza,2011,1,7147,2,6,132.60451223687474,0.15384615384615385,0.15384615384615385,0.6923076923076923,1,0,0,1,0
134,32,OH,100/300,1000,1000.06,0,FEMALE,PhD,farming-fishing,base-jumping,wife,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,17,1,,1,0,,82720,7520,15040,60160,Audi,A3,2014,0,4962,1,4,82.71503709777414,0.09090909090909091,0.18181818181818182,0.7272727272727273,1,0,0,1,1
288,45,IL,100/300,1000,1046.71,0,MALE,Masters,priv-house-serv,polo,husband,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Hillsdale,4,3,,2,1,,48060,10680,5340,32040,Mercedes,C300,2009,0,4527,2,4,45.915296500463356,0.2222222222222222,0.1111111111111111,0.6666666666666666,0,0,0,1,1
